"","title","approved","word","n","tf","idf","tf_idf"
"33","The First NFT collection for peace.","FALSE","collection",5,0.0515463917525773,5.3186100698158,0.274155158237928
"34","4C Labs","FALSE","creators",5,0.0403225806451613,5.67528501375453,0.228842137651392
"35","TheWeb3DAO: Everyone Can Work for Your Ideas","FALSE","welcomes",4,0.8,5.3186100698158,4.25488805585264
"36","TheWeb3DAO: Everyone Can Work for Your Ideas","FALSE","subsections",4,0.8,5.3186100698158,4.25488805585264
"37","TheWeb3DAO: Everyone Can Work for Your Ideas","FALSE","gifted",4,0.8,5.3186100698158,4.25488805585264
"38","The Most Common Exhaust Problems With Your Car (And How to Solve Them)","FALSE","malfunctioning",4,1,3.88352554452648,3.88352554452648
"39","Genki, a web 3.0 marketing influence network for projects and ambitious individuals","FALSE","rated",4,0.666666666666667,4.84860644057006,3.23240429371338
"40","WOO3: A revolution in DAO governance","FALSE","positioning",4,0.666666666666667,4.6767561836434,3.11783745576227
"41","TheWeb3DAO: Everyone Can Work for Your Ideas","FALSE","technically",4,0.5,5.3186100698158,2.6593050349079
"42","WOO3: A revolution in DAO governance","FALSE","witness",4,0.5,4.6767561836434,2.3383780918217
"43","WOO3: A revolution in DAO governance","FALSE","revolutionary",4,0.5,4.6767561836434,2.3383780918217
"44","WOO3: A revolution in DAO governance","FALSE","relying",4,0.5,4.6767561836434,2.3383780918217
"45","WOO3: A revolution in DAO governance","FALSE","preserved",4,0.444444444444444,4.6767561836434,2.07855830384151
"46","Ecare: Ethereum Combinatorial Auction Rate Exchange","FALSE","announced",4,0.4,4.62546288925585,1.85018515570234
"47","milestoneBased","FALSE","investor",4,0.4,4.4431413324619,1.77725653298476
"48","24/7MODS - Providing Discord servers with TRAINED, TESTED, CERTIFIED, and thoroughly VETTED moderators.","FALSE","threats",4,0.285714285714286,4.6767561836434,1.33621605246954
"49","TheWeb3DAO: Everyone Can Work for Your Ideas","FALSE","section",4,0.19047619047619,5.3186100698158,1.01306858472682
"50","Increasing DEI collaboration in developing decentralized AI by stories_of_ai","FALSE","centered",4,0.19047619047619,4.28899065263464,0.816950600501836
"51","Bech: Platform for startups and investors in developing countries","FALSE","institutional",4,0.166666666666667,4.21999778114769,0.703332963524615
"52","EDNS","FALSE","providing",4,0.028169014084507,5.22329989001147,0.147135208169337
"53","Construction of a classroom block","FALSE","education",4,0.0114285714285714,6.52258287414173,0.0745438042759055
"54","HatsFinance","FALSE","hats",3,1,5.42397058547363,5.42397058547363
"55","HatsFinance","FALSE","hat",3,1,5.42397058547363,5.42397058547363
"56","Flipism Society","FALSE","tor",3,1,5.42397058547363,5.42397058547363
"57","BeerVerse further development","FALSE","brewing",3,1,4.78798181875363,4.78798181875363
"58","Feed.xyz","FALSE","blessed",3,1,4.36309862478836,4.36309862478836
"59","The Benefits of Choosing Custom Product Boxes","FALSE","occasions",3,1,4.12468760134336,4.12468760134336
"60","The Benefits of Choosing Custom Product Boxes","FALSE","motifs",3,1,4.12468760134336,4.12468760134336
"61","The Benefits of Choosing Custom Product Boxes","FALSE","composted",3,1,4.12468760134336,4.12468760134336
"62","Dish, bish!  Enjoy quickly dishing on what resonates with you today with no regard for your reputation or safety","FALSE","emotion",3,0.75,4.78798181875363,3.59098636406522
"63","Atmos Protocol Grant Request","FALSE","fractional",3,0.75,4.21999778114769,3.16499833586077
"64","Hedgefox","FALSE","faculty",3,1,3.12138549247958,3.12138549247958
"65","The Benefits of Choosing Custom Product Boxes","FALSE","emotions",3,0.75,4.12468760134336,3.09351570100752
"66","Feed.xyz","FALSE","dramatically",3,0.6,4.36309862478836,2.61785917487302
"67","Feed.xyz","FALSE","commodity",3,0.6,4.36309862478836,2.61785917487302
"68","Coffee Carbon Collective - Pre-financing of transition to regenerative agriculture for coffee farmers","FALSE","transitioning",3,0.5,4.84860644057006,2.42430322028503
"69","Flipism Society","FALSE","printers",3,0.428571428571429,5.42397058547363,2.32455882234584
"70","Let more users easily catch up with the rapidly changing ENS market!","FALSE","forecast",3,0.5,4.40231933794164,2.20115966897082
"71","Coffee Carbon Collective: regenerative financing for coffee farmers","FALSE","switching",3,0.6,3.5958434720747,2.15750608324482
"72","Increasing DEI collaboration in developing decentralized AI by stories_of_ai","FALSE","remunerated",3,0.5,4.28899065263464,2.14449532631732
"73","stories_of_ai is driving DEI engagement for their DAO framework for decentralized AI teams and their communities","FALSE","remunerated",3,0.5,4.09483463819368,2.04741731909684
"74","Project LION","FALSE","processing",3,0.428571428571429,4.57667272508642,1.96143116789418
"75","ENS Spoofing Bot: Detect a Scam Name That Looks Like Yours","FALSE","spoofing",3,0.5,3.79255376632075,1.89627688316037
"76","ENS Spoofing Bot: Detect a Scam Name That Looks Like Yours","FALSE","spoofed",3,0.5,3.79255376632075,1.89627688316037
"77","Feed.xyz","FALSE","injection",3,0.428571428571429,4.36309862478836,1.86989941062358
"78","Waffy | NFT-collateralised loans","FALSE","lend",3,0.333333333333333,5.42397058547363,1.80799019515788
"79","Herbal Coin - Earn Crypto Growing Plants","FALSE","crops",3,0.272727272727273,5.82943569358179,1.58984609824958
"80","Projection Proliferation of Web3","FALSE","projection",3,0.333333333333333,4.6767561836434,1.55891872788113
"81","CryptoLumenati ~ Polygon Activation","FALSE","projection",3,0.333333333333333,4.4431413324619,1.48104711082063
"82","Weemit playground","FALSE","playground",3,0.230769230769231,6.23490080168995,1.43882326192845
"83","Pode Crer: Tech education for marginalized youth","FALSE","roberto",3,0.75,1.90416746140362,1.42812559605272
"84","Pode Crer: Tech education for marginalized youth","FALSE","receptive",3,0.75,1.90416746140362,1.42812559605272
"85","Pode Crer: Tech education for marginalized youth","FALSE","reassessing",3,0.75,1.90416746140362,1.42812559605272
"86","Pode Crer: Tech education for marginalized youth","FALSE","procuring",3,0.75,1.90416746140362,1.42812559605272
"87","Pode Crer: Tech education for marginalized youth","FALSE","periphery",3,0.75,1.90416746140362,1.42812559605272
"88","Pode Crer: Tech education for marginalized youth","FALSE","impoverished",3,0.75,1.90416746140362,1.42812559605272
"89","Pode Crer: Tech education for marginalized youth","FALSE","explicitly",3,0.75,1.90416746140362,1.42812559605272
"90","Pode Crer: Tech education for marginalized youth","FALSE","aloof",3,0.75,1.90416746140362,1.42812559605272
"91","Synthesis Bank Network - Defi & Banking ","FALSE","synthesis",3,0.230769230769231,5.67528501375453,1.30968115702028
"92","Web3: Let us teach you why it's digital arts' best friend","FALSE","connects",3,0.214285714285714,5.3186100698158,1.13970215781767
"93","Building Out Blockchain for the Renewable Energy Environment","FALSE","renewable",3,0.25,4.4431413324619,1.11078533311547
"94","OXYNETWORK INTERACTIVE 3D NFT","FALSE","copy",3,0.15,6.9280479822499,1.03920719733748
"95","Futurize.io","FALSE","conversation",3,0.214285714285714,4.57667272508642,0.98071558394709
"96","CrypTix: NFT Event Ticketing","FALSE","consumers",3,0.09375,5.42397058547363,0.508497242388152
"97","ENSgrows:  An ENS dedicated weekly publication documenting ENS builders.","FALSE","publication",3,0.0967741935483871,4.91314496170763,0.475465641455578
"98","OXYNETWORK INTERACTIVE 3D NFT","FALSE","interactive",3,0.0625,6.9280479822499,0.433002998890619
"99","Building Out Blockchain for the Renewable Energy Environment","FALSE","consumers",3,0.09375,4.4431413324619,0.416544499918303
"100","Betterverse","FALSE","act",3,0.075,4.98213783319459,0.373660337489594
"101","Funding Tech Tree Bounties to Advance Ambitious Technologies","FALSE","additional",3,0.05,4.91314496170763,0.245657248085382
"102","Solarpunk Pfps","FALSE","collection",3,0.0309278350515464,5.82943569358179,0.180291825574695
"103","Startin'blox - Low-code app builder for interoperable applications","FALSE","applications",3,0.03,5.82943569358179,0.174883070807454
"104","Aspecta Identity","FALSE","identity",3,0.0215827338129496,6.52258287414173,0.140775169945505
"105","The Doctors DAO","FALSE","identity",3,0.0215827338129496,5.67528501375453,0.122488165764486
"106","Normies DAO Ecosystem ","FALSE","real",3,0.0130434782608696,5.67528501375453,0.0740254567011461
"107","McFund","FALSE","crypto",3,0.00864553314121038,6.9280479822499,0.0598966684344372
"108","Alice & Bob","FALSE","ghosts",2,1,5.42397058547363,5.42397058547363
"109","BeerVerse further development","FALSE","ingredients",2,1,4.78798181875363,4.78798181875363
"110","The World Largest Blockchain Job Freelancing Platform","FALSE","interestingly",2,1,4.6767561836434,4.6767561836434
"111","The World Largest Blockchain Job Freelancing Platform","FALSE","accepts",2,1,4.6767561836434,4.6767561836434
"112","Jungle Race - A revolutionary P2E / M2E racing game","FALSE","raced",2,1,4.62546288925585,4.62546288925585
"113","Jungle Race - A revolutionary P2E / M2E racing game","FALSE","addictive",2,1,4.62546288925585,4.62546288925585
"114","Fund climate artists to spread awareness about the Climate Emergency","FALSE","expeditions",2,1,4.62546288925585,4.62546288925585
"115","Ecare: Ethereum Combinatorial Auction Rate Exchange","FALSE","encompassed",2,1,4.62546288925585,4.62546288925585
"116","Ecare: Ethereum Combinatorial Auction Rate Exchange","FALSE","calcifying",2,1,4.62546288925585,4.62546288925585
"117","EasyCarbon","FALSE","resold",2,1,4.57667272508642,4.57667272508642
"118","CityFlySky","FALSE","nationality",2,1,4.57667272508642,4.57667272508642
"119","How to Handle College Admission Essay","FALSE","succeeding",2,1,4.53015270945153,4.53015270945153
"120","How to Handle College Admission Essay","FALSE","rejection",2,1,4.53015270945153,4.53015270945153
"121","How to Create Attractive Custom Cereal Boxes with Your Own Style","FALSE","coated",2,1,4.15545926001012,4.15545926001012
"122","Sciverse","FALSE","focussed",2,1,4.01027725016562,4.01027725016562
"123","The Most Common Exhaust Problems With Your Car (And How to Solve Them)","FALSE","purified",2,1,3.88352554452648,3.88352554452648
"124","The Most Common Exhaust Problems With Your Car (And How to Solve Them)","FALSE","overheating",2,1,3.88352554452648,3.88352554452648
"125","The Most Common Exhaust Problems With Your Car (And How to Solve Them)","FALSE","distinctive",2,1,3.88352554452648,3.88352554452648
"126","The Most Common Exhaust Problems With Your Car (And How to Solve Them)","FALSE","defective",2,1,3.88352554452648,3.88352554452648
"127","The Most Common Exhaust Problems With Your Car (And How to Solve Them)","FALSE","converters",2,1,3.88352554452648,3.88352554452648
"128","The Most Common Exhaust Problems With Your Car (And How to Solve Them)","FALSE","automotive",2,1,3.88352554452648,3.88352554452648
"129","Barichara Regeneration Fund  Prototyping a Bioregional Regenerative Economy","FALSE","twenty",2,1,3.26448633612025,3.26448633612025
"130","Hedgefox","FALSE","threaded",2,1,3.12138549247958,3.12138549247958
"131","Stand up for privacy, free speech and open-source software","FALSE","rally",2,0.666666666666667,4.6767561836434,3.11783745576227
"132","EasyCarbon","FALSE","separated",2,0.666666666666667,4.57667272508642,3.05111515005761
"133","Deep Work DAO Incubator","FALSE","conception",2,0.666666666666667,4.57667272508642,3.05111515005761
"134","=%ENS UPDATES=%","FALSE","answered",2,0.666666666666667,4.57667272508642,3.05111515005761
"135","Portals & Passages: magical gates as 'web3 hyperlinks' between on-chain worlds (like Realms and Crypts & Caverns) to enable meta quests and games","FALSE","crypts",2,0.666666666666667,4.53015270945153,3.02010180630102
"136","Why You Should Hire a College Essay Editor","FALSE","overly",2,0.666666666666667,4.21999778114769,2.81333185409846
"137","METABUILD","FALSE","satisfied",2,0.5,5.3186100698158,2.6593050349079
"138","Launch MECX DAO: Empowering Marginalized Creatives","FALSE","converse",2,0.666666666666667,3.93231570869591,2.62154380579727
"139","Broskees Academy","FALSE","spheres",2,0.5,5.22329989001147,2.61164994500574
"140","Africa Blockchain Youth Ambassadors","FALSE","accredited",2,0.5,4.91314496170763,2.45657248085382
"141","Jungle Race - A revolutionary P2E / M2E racing game","FALSE","fly",2,0.5,4.62546288925585,2.31273144462793
"142","EasyCarbon","FALSE","retired",2,0.5,4.57667272508642,2.28833636254321
"143","How to Handle College Admission Essay","FALSE","effortless",2,0.5,4.53015270945153,2.26507635472576
"144","CryptoLumenati ~ Polygon Activation","FALSE","activation",2,0.5,4.4431413324619,2.22157066623095
"145","Barichara Regeneration Fund  Prototyping a Bioregional Regenerative Economy","FALSE","hectare",2,0.666666666666667,3.26448633612025,2.17632422408017
"146","RacewayX - NFT Driven Strategy based Car Racing Game","FALSE","racing",2,0.4,5.3186100698158,2.12744402792632
"147","Atmos Protocol Grant Request","FALSE","reserved",2,0.5,4.21999778114769,2.10999889057384
"148","SmoothDiscovery ,a  platform for discovering fair,transparent and decentralized token price.","FALSE","auctioned",2,0.4,4.98213783319459,1.99285513327783
"149","Ecare: Ethereum Combinatorial Auction Rate Exchange","FALSE","insufficient",2,0.4,4.62546288925585,1.85018515570234
"150","How to Handle College Admission Essay","FALSE","impressive",2,0.4,4.53015270945153,1.81206108378061
"151","Nalanda : A 2d MMORPG  blockchain game . ","FALSE","tournaments",2,0.333333333333333,5.22329989001147,1.74109996333716
"152","EDNS","FALSE","pioneer",2,0.333333333333333,5.22329989001147,1.74109996333716
"153","PunStar","FALSE","commend",2,0.5,3.34452904379379,1.67226452189689
"154","PunStar","FALSE","advertisements",2,0.5,3.34452904379379,1.67226452189689
"155","University DAO | End student Debt, Own your University","FALSE","incorporation",2,0.4,4.12468760134336,1.64987504053735
"156","Barichara Regeneration Fund  Prototyping a Bioregional Regenerative Economy","FALSE","restoring",2,0.5,3.26448633612025,1.63224316806013
"157","Barichara Regeneration Fund  Prototyping a Bioregional Regenerative Economy","FALSE","continually",2,0.5,3.26448633612025,1.63224316806013
"158","Top Paying Online Casinos in New Zealand","FALSE","impressive",2,0.4,4.01027725016562,1.60411090006625
"159","Fund climate artists to spread awareness about the Climate Emergency","FALSE","exhibitions",2,0.333333333333333,4.62546288925585,1.54182096308528
"160","Broskees Academy","FALSE","educated",2,0.285714285714286,5.22329989001147,1.49237139714614
"161","WEB3 online service ""Deal Guarantee""","FALSE","obligations",2,0.285714285714286,5.13628851302184,1.46751100372053
"162","A Unique Box Wallet  The Best Box for a Great Gift Idea","FALSE","promotional",2,0.333333333333333,4.40231933794164,1.46743977931388
"163","Need your donations for my education and produce higher quality content.","FALSE","motivation",2,0.222222222222222,6.52258287414173,1.44946286092039
"164","All-in-One Marketplace of Web3 Domains: bitnames","FALSE","notified",2,0.222222222222222,6.52258287414173,1.44946286092039
"165","Project Toninas: Lahille's bottlenose dolphin as a coastal sentinel","FALSE","whistles",2,0.5,2.78491325585837,1.39245662792918
"166","Sciverse","FALSE","rarity",2,0.333333333333333,4.01027725016562,1.33675908338854
"167","OZKi","FALSE","proving",2,0.285714285714286,4.62546288925585,1.32156082550167
"168","OZKi","FALSE","authorization",2,0.285714285714286,4.62546288925585,1.32156082550167
"169","All-in-One Marketplace of Web3 Domains: bitnames","FALSE","announced",2,0.2,6.52258287414173,1.30451657482835
"170","How to Handle College Admission Essay","FALSE","commonly",2,0.285714285714286,4.53015270945153,1.29432934555758
"171","ORBIT DeFi","FALSE","concentrated",2,0.285714285714286,4.4857009468807,1.28162884196591
"172","Education's Digital Renaissance - Calibir","FALSE","embracing",2,0.4,3.19037836396653,1.27615134558661
"173","CrypTix: NFT Event Ticketing","FALSE","proportional",2,0.222222222222222,5.42397058547363,1.20532679677192
"174","Build Decentralised Science Laboratories in the Metaverse","FALSE","convert",2,0.25,4.73082340491368,1.18270585122842
"175","The World Largest Blockchain Job Freelancing Platform","FALSE","intentionally",2,0.25,4.6767561836434,1.16918904591085
"176","Deep Work DAO Incubator","FALSE","sections",2,0.25,4.57667272508642,1.14416818127161
"177","Spot wallet","FALSE","android",2,0.2,5.54175362113001,1.108350724226
"178","CryptoLumenati ~ Projection Art, Music & Regen IRL ~ Crypto Advocacy and Education","FALSE","projection",2,0.222222222222222,4.91314496170763,1.09180999149059
"179","Price of forgery measurement campaign","FALSE","outputs",2,0.222222222222222,4.78798181875363,1.06399595972303
"180","Ontologic: A Research Exchange Platform","FALSE","outputs",2,0.222222222222222,4.62546288925585,1.02788064205686
"181","Cryptocurrency and Blockchain legalization advocacy fund","FALSE","accountability",2,0.153846153846154,6.52258287414173,1.0034742883295
"182","Construction of a classroom block","FALSE","located",2,0.153846153846154,6.52258287414173,1.0034742883295
"183","All-in-One Marketplace of Web3 Domains: bitnames","FALSE","profits",2,0.153846153846154,6.52258287414173,1.0034742883295
"184","Coffee Carbon Collective - Pre-financing of transition to regenerative agriculture for coffee farmers","FALSE","conscious",2,0.2,4.84860644057006,0.969721288114013
"185","The Doctors DAO","FALSE","friction",2,0.166666666666667,5.67528501375453,0.945880835625755
"186","Header for english paper format","FALSE","respective",2,0.181818181818182,5.05624580534831,0.919317419154238
"187","Daemons","FALSE","condition",2,0.2,4.57667272508642,0.915334545017284
"188","zkForms: Proof of Humanity","FALSE","proofs",2,0.181818181818182,4.98213783319459,0.905843242399016
"189","zkForms: Proof of Humanity","FALSE","accessed",2,0.181818181818182,4.98213783319459,0.905843242399016
"190","YurokaDAO","FALSE","renewable",2,0.166666666666667,5.3186100698158,0.886435011635966
"191","The World Largest Blockchain Job Freelancing Platform","FALSE","unintentionally",2,0.181818181818182,4.6767561836434,0.850319306116983
"192","=%ENS UPDATES=%","FALSE","invited",2,0.181818181818182,4.57667272508642,0.832122313652077
"193","CryptoLumenati ~ Projection Art, Music & Regen IRL ~ Crypto Advocacy and Education","FALSE","featuring",2,0.166666666666667,4.91314496170763,0.818857493617939
"194","MicroGrants for Crypto Entrepreneurs","FALSE","november",2,0.2,3.98360900308346,0.796721800616692
"195","KingDAOs is a DAO creation platform that allows anyone to create a simple DAO.","FALSE","compatibility",2,0.153846153846154,5.05624580534831,0.777883970053586
"196","EasyCarbon","FALSE","reduction",2,0.166666666666667,4.57667272508642,0.762778787514404
"197","CityFlySky","FALSE","authority",2,0.166666666666667,4.57667272508642,0.762778787514404
"198","Essay Writing Help for Students","FALSE","thesis",2,0.166666666666667,4.4431413324619,0.740523555410317
"199","Heroes Battle Arena - Multichain Play-to-earn Strategic RPG with zero start investments based on NFTs for army, magic stones, superheroes and guilds ","FALSE","investments",2,0.133333333333333,4.98213783319459,0.664285044425945
"200","EasyCarbon","FALSE","reforestation",2,0.142857142857143,4.57667272508642,0.65381038929806
"201","0xDocs - Decentralized live editing and documentation registry","FALSE","updated",2,0.0833333333333333,7.62119516280984,0.63509959690082
"202","White protocol - transfer crypto cheaper","FALSE","reducing",2,0.0833333333333333,6.52258287414173,0.543548572845145
"203","Biomimetic Tokenomics","FALSE","concepts",2,0.105263157894737,5.13628851302184,0.540661948739142
"204","Broskees Academy","FALSE","succeed",2,0.1,5.22329989001147,0.522329989001147
"205","The World Largest Blockchain Job Freelancing Platform","FALSE","reason",2,0.1,4.6767561836434,0.46767561836434
"206","Building the Bridge between Web3 users and Policymakers in DC and beyond: ThreeOh DAO","FALSE","united",2,0.111111111111111,4.15545926001012,0.46171769555668
"207","Normies DAO Ecosystem ","FALSE","hosted",2,0.0740740740740741,5.67528501375453,0.420391482500336
"208","Waffy | NFT-collateralised loans","FALSE","fixed",2,0.0769230769230769,5.42397058547363,0.417228506574894
"209","Seed Funding for Foresight DAO","FALSE","ambitious",2,0.0833333333333333,4.84860644057006,0.404050536714172
"210","ENSgrows:  An ENS dedicated weekly publication documenting ENS builders.","FALSE","committed",2,0.08,4.91314496170763,0.393051596936611
"211","Genki, a web 3.0 marketing influence network for projects and ambitious individuals","FALSE","advanced",2,0.08,4.84860644057006,0.387888515245605
"212","Buy Instagram Followers UK Can Help You Save a Significant Amount of Money","FALSE","purchasing",2,0.08,4.73082340491368,0.378465872393094
"213","Gwei Club: ENS-based personalised Web3 profiles","FALSE","connections",2,0.08,4.6767561836434,0.374140494691472
"214","METABUILD","FALSE","construction",2,0.0689655172413793,5.3186100698158,0.366800694470055
"215","<Û 0xpm ~ registry for smart contract packages","FALSE","introduction",2,0.0689655172413793,5.3186100698158,0.366800694470055
"216","Broskees Academy","FALSE","hire",2,0.0666666666666667,5.22329989001147,0.348219992667432
"217","Africa Blockchain Youth Ambassadors","FALSE","rest",2,0.0689655172413793,4.91314496170763,0.338837583566044
"218","Broskees Academy","FALSE","invest",2,0.0645161290322581,5.22329989001147,0.33698708967816
"219","oscillo | Always better than DEX","FALSE","pricing",2,0.0666666666666667,4.91314496170763,0.327542997447176
"220","Betterverse","FALSE","highly",2,0.0645161290322581,4.98213783319459,0.321428247302877
"221","Overview DAO (Protocol)","FALSE","overview",2,0.0444444444444444,6.9280479822499,0.307913243655551
"222","Construction of a classroom block","FALSE","increasing",2,0.0465116279069767,6.52258287414173,0.303375947634499
"223","Signal + ENS","FALSE","record",2,0.0555555555555556,5.42397058547363,0.301331699192979
"224","HatsFinance","FALSE","white",2,0.0540540540540541,5.42397058547363,0.293187599214791
"225","KingDAOs is a DAO creation platform that allows anyone to create a simple DAO.","FALSE","diversity",2,0.0512820512820513,5.05624580534831,0.259294656684529
"226","oscillo | Always better than DEX","FALSE","friendly",2,0.0526315789473684,4.91314496170763,0.258586576931981
"227","EDNS","FALSE","hosting",2,0.0416666666666667,5.22329989001147,0.217637495417145
"228","BURAK YETER X SPACE  $100,000 isn't much to go to space","FALSE","performance",2,0.0425531914893617,4.84860644057006,0.20632367832213
"229","ETH Burn =% Bot (@ethburnbot)","FALSE","supporting",2,0.0333333333333333,5.82943569358179,0.194314523119393
"230","Cryptocurrency and Blockchain legalization advocacy fund","FALSE","total",2,0.0273972602739726,6.52258287414173,0.178700900661417
"231","Amplyfy: The web 3 music watering hole","FALSE","allowing",2,0.032258064516129,5.3186100698158,0.171568066768252
"232","Initial Game Offering Pad - IGOPAD","FALSE","total",2,0.0273972602739726,5.54175362113001,0.151828866332329
"233","WeSpeak","FALSE","opportunities",2,0.0227272727272727,6.01175725037574,0.136630846599449
"234","The CryptoRetrievers NFT Collection","FALSE","collection",2,0.0206185567010309,6.52258287414173,0.134486244827665
"235","GR15 Twitter Spaces - GitCoin x ENS Ecosystem GR15 Grants","FALSE","connect",2,0.018018018018018,6.23490080168995,0.112340554985405
"236","Krypectro","FALSE","creators",2,0.0161290322580645,6.52258287414173,0.105202949582931
"237","Ancient Mushrooms NFT","FALSE","land",2,0.012987012987013,5.82943569358179,0.0757069570595038
"238","Normies DAO Ecosystem ","FALSE","educational",2,0.0103092783505155,5.67528501375453,0.0585080929253044
"239","Cryptocurrency and Blockchain legalization advocacy fund","FALSE","crypto",2,0.00576368876080692,6.52258287414173,0.0375941376031224
"240","Need your donations for my education and produce higher quality content.","FALSE","education",2,0.00571428571428571,6.52258287414173,0.0372719021379528
"241","VestLab","FALSE","crypto",2,0.00576368876080692,6.23490080168995,0.0359360276754464
"242","The Beyond: a Blockchain 2d MMORPG ","FALSE","research",2,0.00410677618069815,7.62119516280984,0.0312985427630794
"243","Weemit player","FALSE","lyrics",1,1,7.62119516280984,7.62119516280984
"244","~ Cancelled","FALSE","cancelled",1,1,7.62119516280984,7.62119516280984
"245","Web 3 Securely","FALSE","impersonated",1,1,6.9280479822499,6.9280479822499
"246","Vipers Den | Metaverse Experiences ","FALSE","fathers",1,1,6.9280479822499,6.9280479822499
"247","Inkfox DAO","FALSE","direly",1,1,6.9280479822499,6.9280479822499
"248","basket.cash","FALSE","rebalanced",1,1,6.9280479822499,6.9280479822499
"249","Need your donations for my education and produce higher quality content.","FALSE","continuity",1,1,6.52258287414173,6.52258287414173
"250","InterchainDAO | EVM-based Toolings <> Cosmos SDK + IBC Assets Interoperability","FALSE","bebe",1,1,6.52258287414173,6.52258287414173
"251","ETH-NINOS","FALSE","numbered",1,1,6.52258287414173,6.52258287414173
"252","WeSpeak","FALSE","internships",1,1,6.01175725037574,6.01175725037574
"253","WTF is a  .eth and WTF can I do with it?","FALSE","whats",1,1,5.82943569358179,5.82943569358179
"254","Solarpunk Pfps","FALSE","commissioning",1,1,5.82943569358179,5.82943569358179
"255","Oppculture: Disruptive Apparel Empire","FALSE","propelling",1,1,5.67528501375453,5.67528501375453
"256","Waffy | NFT-collateralised loans","FALSE","repay",1,1,5.42397058547363,5.42397058547363
"257","Waffy | NFT-collateralised loans","FALSE","polygons",1,1,5.42397058547363,5.42397058547363
"258","The Crypto Freedom Lab","FALSE","confronted",1,1,5.42397058547363,5.42397058547363
